,1.03,2.02,3.05,4.02,5.05,6.04,7.07,8.0,9.03,10.02,11.05,12.02,13.05,14.04,15.07,16.2,17.23,18.24,19.25,20.22,21.25,22.24
0,79,79,888,69,93,145,215,289,372,456,538,608,670,723,764,801,821,843,856,866,878,884
1,78,78,889,70,93,145,215,290,371,457,539,609,671,721,763,802,826,842,855,867,878,880
2,78,77,889,70,92,145,215,290,372,455,538,609,671,722,763,801,823,841,855,867,876,883
3,81,80,892,69,93,145,216,291,373,455,536,608,672,719,762,800,823,841,857,866,877,884
4,78,77,888,70,92,145,216,290,372,454,536,608,673,723,764,800,823,841,857,866,877,884
5,77,77,888,70,91,143,216,289,371,456,536,608,673,721,762,801,824,841,856,868,877,885
6,78,78,889,70,92,144,216,290,372,455,538,610,673,721,763,799,824,842,857,868,877,884
7,79,79,889,70,92,144,215,291,372,455,538,608,673,721,763,800,823,842,855,869,877,885
8,74,78,888,70,93,144,215,290,371,455,537,606,673,719,763,800,823,842,858,868,878,882
9,78,77,888,67,92,144,215,290,373,454,539,606,672,722,763,799,817,843,858,868,878,881
10,79,78,889,69,92,145,215,290,371,452,539,606,672,720,763,799,824,842,856,868,876,885
11,78,77,889,69,92,144,219,290,372,454,536,608,671,720,763,801,823,842,856,868,875,884
12,79,77,888,70,92,144,216,291,374,454,536,607,671,714,764,801,822,842,858,870,876,884
13,80,78,888,70,91,144,215,290,373,454,536,607,671,718,764,801,818,843,856,869,875,884
14,79,78,887,68,93,144,215,291,373,449,533,607,671,720,764,800,821,842,857,870,875,884
15,74,78,886,70,93,144,207,290,373,454,537,604,671,719,764,800,822,842,856,868,876,884
16,79,78,886,69,93,145,215,290,372,456,537,607,670,724,763,801,821,843,857,867,877,883
17,78,78,886,70,93,145,216,290,372,455,538,607,671,719,763,801,817,843,856,867,876,881
18,78,77,888,70,93,145,215,291,372,455,536,608,670,719,763,803,823,842,850,868,876,882
19,78,78,887,69,91,145,216,291,373,453,538,602,670,721,764,802,821,842,852,868,876,882
20,82,74,887,69,93,145,213,290,373,455,537,608,670,721,763,801,823,843,855,867,878,878
21,78,78,888,68,91,145,214,290,375,455,538,608,671,718,763,802,819,842,855,866,877,880
22,78,78,887,69,92,145,216,290,372,454,538,608,672,721,763,801,823,842,862,867,876,883
23,78,78,888,69,94,144,215,290,373,455,537,608,673,721,763,800,822,842,853,867,879,884
24,78,79,886,70,92,144,216,290,372,455,537,607,672,721,763,800,822,842,857,868,879,881
25,78,78,888,70,93,144,212,290,372,455,537,608,672,721,762,800,825,841,856,867,879,884
26,78,78,888,68,93,144,215,290,373,454,537,607,672,722,762,800,823,841,856,867,878,885
27,78,78,889,70,92,144,216,289,371,455,537,607,672,721,762,800,824,841,856,867,877,883
28,78,78,888,70,90,144,216,290,371,453,536,607,672,722,762,800,824,842,858,868,877,886
29,78,77,888,69,92,145,218,290,372,455,536,606,673,726,763,800,818,843,857,869,877,885
30,78,78,887,69,92,146,216,290,379,457,536,607,671,721,763,802,823,843,857,869,877,884
31,78,79,887,70,92,145,215,289,370,455,536,607,672,720,763,800,823,842,859,868,876,884
32,80,76,887,70,93,144,215,290,373,459,536,607,672,720,763,800,822,842,857,869,876,878
33,78,78,886,68,93,140,215,290,373,455,537,606,672,721,763,801,826,842,857,868,876,884
34,79,78,887,70,94,145,217,290,373,455,537,606,672,721,764,800,823,844,858,868,874,884
35,79,77,885,69,92,144,215,290,373,455,537,606,670,720,764,800,821,842,856,868,876,882
36,78,78,886,69,92,144,216,291,372,455,537,607,671,720,763,802,823,844,856,868,875,886
37,84,83,886,69,93,145,215,291,372,455,537,608,671,719,763,802,827,843,857,868,875,882
38,79,78,886,68,92,147,216,291,372,455,537,607,671,718,764,802,821,843,856,867,876,882
39,78,78,887,69,92,146,216,291,366,455,538,607,671,720,765,802,822,843,857,866,876,884
40,78,78,886,69,91,145,216,289,371,455,538,608,671,720,762,801,822,843,856,867,876,884
41,79,79,886,69,91,145,215,289,373,451,538,608,671,721,762,801,817,842,855,867,878,882
42,78,79,889,70,93,140,216,290,373,455,538,608,671,716,764,801,823,842,855,866,877,883
43,78,78,886,68,92,144,215,290,372,454,538,608,671,721,762,800,823,841,855,867,878,885
44,77,78,886,69,92,144,215,290,372,455,537,608,672,721,764,801,823,842,856,867,876,886
45,79,78,887,69,93,144,216,290,371,455,538,608,672,722,763,800,820,841,856,867,877,883
46,78,78,888,69,95,142,216,290,371,455,538,608,671,726,762,800,822,842,857,867,877,884
47,79,79,888,69,93,147,215,290,371,454,537,608,673,720,762,801,822,841,859,868,877,884
48,78,79,895,67,93,145,215,290,372,454,537,607,673,720,763,800,822,841,858,868,877,884
49,77,81,889,69,91,144,215,289,372,454,537,607,672,721,762,800,823,841,858,868,878,882
50,78,78,888,70,93,145,215,289,372,454,536,607,672,721,763,801,825,842,858,868,877,884
51,79,78,886,70,91,138,215,290,372,455,536,606,672,720,762,800,823,843,856,868,875,885
52,78,78,886,70,92,146,215,292,372,454,536,606,672,720,763,800,822,843,858,868,876,890
53,78,77,890,69,92,144,215,291,372,454,536,606,672,720,763,800,822,843,857,870,875,883
54,78,78,885,69,92,144,215,290,372,455,536,607,671,721,765,801,822,844,857,870,876,884
55,78,78,887,70,88,144,216,291,371,455,537,607,672,721,764,801,822,842,856,869,875,882
56,78,79,886,69,94,149,216,287,372,455,536,607,671,719,763,802,821,843,856,868,876,880
57,78,80,886,69,93,145,215,291,372,455,536,607,672,719,763,803,822,843,856,868,876,881
58,79,79,883,70,92,144,214,291,373,455,536,607,671,719,763,801,819,842,857,867,875,882
59,78,78,886,71,91,145,215,290,372,455,538,607,670,721,763,801,821,842,858,867,876,883
60,78,78,888,71,92,144,215,293,372,455,538,608,671,721,763,802,822,842,855,866,877,888
61,78,80,886,69,91,145,215,292,373,455,539,608,671,721,763,801,821,842,855,867,877,884
62,79,79,889,70,92,145,216,290,373,454,538,607,673,721,763,801,821,842,856,867,876,884
63,78,79,885,68,91,144,215,290,372,455,537,608,673,722,762,801,822,841,857,867,877,883
64,80,80,887,69,92,144,215,290,372,455,537,608,672,721,762,800,822,841,855,866,877,885
65,78,79,888,70,92,144,216,287,372,454,538,609,672,721,762,800,823,841,857,867,878,885
66,86,85,888,69,93,145,215,289,372,455,538,608,672,721,762,801,826,840,856,868,877,886
67,80,80,890,69,92,145,216,289,372,454,537,608,673,721,762,801,823,841,857,868,877,886
68,79,79,888,69,98,145,215,289,372,453,536,606,672,720,763,801,824,842,858,869,877,884
69,78,80,889,70,92,145,215,290,372,453,537,607,673,721,763,801,822,842,857,869,878,884
70,78,78,889,69,92,145,215,291,372,454,537,606,672,720,763,800,821,843,857,868,876,884
71,79,79,888,69,92,144,216,290,372,454,537,606,671,721,763,800,823,843,859,868,876,883
72,79,80,886,69,93,145,216,290,372,454,536,606,672,719,765,800,822,843,857,869,876,884
73,77,79,887,70,93,144,215,291,372,454,536,606,672,719,764,801,821,843,857,869,876,884
74,79,79,885,70,91,144,216,297,371,455,536,608,672,720,765,801,822,843,857,869,876,883
75,79,79,886,68,93,144,216,288,372,455,536,606,669,719,764,802,823,843,857,868,875,882
76,78,79,886,69,93,144,214,290,373,455,537,607,671,719,762,802,823,844,856,868,875,887
77,79,79,886,65,92,145,215,290,373,455,538,606,671,719,764,802,821,842,856,868,875,882
78,78,77,887,70,93,145,216,290,373,455,537,607,671,720,763,802,825,843,855,868,876,883
79,80,79,887,70,92,144,215,294,373,455,538,608,674,720,764,801,822,842,855,867,877,882
80,78,80,888,70,94,144,215,289,372,455,538,608,671,720,767,802,821,842,855,867,877,885
81,80,79,888,69,93,144,215,289,372,455,538,608,671,720,763,801,823,841,855,866,877,884
82,79,79,888,70,93,145,215,290,371,455,537,609,671,721,762,799,826,841,855,867,877,884
83,71,76,888,69,93,144,215,287,372,455,534,607,673,722,762,799,822,841,856,867,876,884
84,80,79,890,71,91,144,216,290,372,455,537,609,672,721,765,799,823,841,856,867,877,887
85,79,79,889,70,91,146,216,290,372,454,537,608,671,722,763,800,823,841,856,868,878,884
86,79,79,888,70,92,146,215,291,372,454,537,607,672,722,762,800,828,840,857,868,877,884
87,78,80,888,69,92,145,216,290,372,453,536,608,672,721,763,800,824,842,858,869,877,885
88,80,80,889,69,92,145,216,290,371,454,538,606,675,721,760,800,823,843,856,869,877,885
89,79,80,890,68,84,144,216,290,372,454,537,607,672,721,765,800,822,842,857,869,878,885
90,78,78,890,69,91,144,216,290,371,454,537,607,672,720,763,801,820,843,856,868,877,884
91,79,80,889,69,93,144,213,290,372,454,537,607,671,719,763,801,822,844,856,868,876,882
92,80,79,888,70,92,145,216,290,372,455,537,610,668,719,767,800,823,844,859,869,875,886
93,80,80,888,69,93,144,216,291,372,455,536,607,674,719,763,800,822,844,857,870,875,882
94,79,79,887,75,91,145,216,290,373,455,536,606,671,720,764,801,826,843,857,869,876,883
95,76,80,887,70,92,145,219,290,373,455,537,606,672,720,763,802,822,843,858,868,876,876
96,79,80,888,70,92,145,213,291,374,455,531,608,671,720,760,801,822,843,856,867,876,881
97,77,79,888,70,92,145,215,291,373,454,536,607,668,720,766,801,822,843,856,867,876,884
98,80,80,889,69,93,144,215,290,373,454,537,608,672,720,764,801,820,843,855,867,876,882
99,79,81,889,68,92,144,215,290,373,455,538,608,671,721,763,801,823,843,856,867,877,882
